id,label
162579,old
162580,young
162581,old
162627,old
162685,old
162732,old
162774,young
162799,young
162829,old
162855,young
162902,old
162952,old
163010,young
163025,old
163033,young
163057,none
163105,young
163112,old
163118,young
163242,young
163257,old
163280,none
163289,old
163451,young
163473,old
163518,old
163540,old
163562,none
163575,old
163600,none
163640,old
163682,old
163746,young
163782,young
163814,young
164250,old
164366,old
164440,old
164469,old
164475,young
164512,old
164548,old
164594,old
164835,old
164848,old
164883,old
165009,old
165012,young
165029,old
165133,young
165164,old
165174,old
165225,none
165353,young
165419,young
165518,old
165522,none
165527,old
165638,young
165742,young
165760,old
165862,old
165986,old
166060,old
166165,young
166205,old
166344,old
166392,old
166478,old
166551,young
166645,none
166696,old
166768,old
166840,young
166889,old
166913,old
166918,none
167003,young
167067,young
167074,old
167082,young
167110,young
167178,old
167235,old
167271,old
167273,young
167337,old
167452,old
167486,old
167724,old
167725,old
167792,young
167854,old
167920,old
167962,young
167989,young
168231,old
168243,young
168248,young
168334,old
168353,young
168355,old
168491,young
168580,old
168583,none
168650,old
168662,old
168683,old
168692,young
168713,old
168775,old
168781,old
168797,young
168801,young
168811,none
168883,old
168909,young
168953,old
168991,young
169076,none
169089,young
169111,none
169143,old
169198,old
169233,young
169436,old
169500,old
169514,young
169539,old
169547,old
169584,none
169602,old
169648,old
169690,young
169802,old
169858,old
169885,young
170000,old
170015,old
170048,old
170077,young
170099,old
170127,young
170147,young
170173,old
170178,old
170181,old
170191,old
170208,old
170211,young
170292,old
170474,old
170613,old
170630,old
170640,old
170716,old
170729,old
170779,old
170852,old
170955,old
170974,old
170975,old
170992,old
171190,none
171192,old
171241,young
171351,old
171371,old
171382,old
171443,old
171546,young
171622,old
171762,old
171788,old
171805,old
171880,old
171915,none
171962,none
172021,none
172087,old
172088,old
172094,young
172315,old
172342,old
172408,young
172439,old
172478,none
172513,old
172617,none
172648,none
172649,young
172690,young
172710,old
172716,young
172718,young
172733,old
172877,old
172913,none
172922,old
172946,old
173008,old
173117,old
173204,old
173229,young
173274,old
173334,none
173340,old
173400,old
173500,none
173553,old
173704,old
173776,old
173799,old
173826,none
173908,old
174043,old
174072,young
174145,old
174332,old
174336,young
174371,young
174402,old
174503,old
174603,old
174690,none
174871,none
174888,old
174893,young
175052,young
175082,young
175096,old
175102,young
175244,none
175356,old
175437,old
175506,old
175597,old
175737,old
175804,young
175825,old
175863,old
175864,old
175878,old
175908,young
176009,old
176017,old
176031,old
176257,old
176288,young
176312,old
176328,old
176362,old
176466,young
176519,young
176542,old
176595,young
176793,young
176852,old
176906,none
177015,old
177064,young
177065,young
177149,none
177338,old
177357,young
177375,old
177407,old
177539,none
177567,young
177721,none
177919,young
177934,young
177938,old
177941,none
177952,old
177990,old
178283,young
178317,old
178446,young
178587,old
178606,none
178683,old
178691,old
178753,young
178984,young
179112,old
179199,none
179251,young
179322,old
179327,old
179374,young
179415,old
179487,young
179500,old
179522,old
179571,old
179578,old
179584,old
179599,old
179642,old
179699,old
179793,old
179850,old
179950,none
179960,young
180045,old
180135,young
180154,none
180261,young
180283,old
180289,old
180357,old
180366,old
180487,old
180539,young
180560,old
180584,old
180718,old
180729,young
180751,old
180764,old
180787,old
180817,old
180869,none
180888,none
181013,old
181118,none
181265,old
181278,young
181296,old
181303,young
181383,old
181446,old
181466,old
181542,old
181574,old
181591,old
181677,old
181714,none
181805,old
181836,old
181860,old
181870,old
181980,old
182021,none
182025,young
182155,young
182167,old
182236,old
182245,young
182334,old
182339,young
182362,young
182424,old
182523,old
182611,old
182647,none
182681,young
182715,young
182805,old
182820,old
182840,old
183176,old
183332,old
183338,old
183391,old
183393,old
183456,none
183502,old
183571,old
183620,old
183648,old
183675,old
183677,young
183704,old
183716,young
183843,old
183905,old
183914,old
183970,old
184227,young
184241,old
184266,old
184276,old
184324,none
184405,old
184621,old
184810,old
184827,young
184919,old
184972,old
184978,old
185015,young
185095,young
185156,old
185201,old
185240,young
185250,old
185305,young
185393,old
185444,old
185472,none
185479,old
185598,old
185621,old
185686,old
185697,old
185768,none
185807,young
185838,old
185850,young
185890,old
185904,old
185916,old
185925,old
185936,old
185950,old
185988,old
185989,old
186036,old
186038,young
186060,old
186083,old
186095,young
186218,old
186226,old
186240,none
186276,old
186368,old
186427,old
186443,old
186449,old
186497,young
186705,old
186711,old
186721,none
186816,old
186856,none
186977,young
187001,old
187054,old
187079,young
187132,none
187177,none
187187,old
187196,old
187241,old
187243,young
187244,none
187249,none
187278,young
187285,young
187352,young
187362,old
187451,old
187496,young
187533,old
187543,old
187585,young
187592,old
187658,old
187722,none
187743,young
187776,old
187791,young
187795,old
187822,old
187852,old
187857,old
